tllverifybench,./benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=8_m=1_instance_0_0.onnx,./benchmarks/tllverifybench/vnnlib/property_N=8_0.vnnlib,.011722816,holds,1.053024526
tllverifybench,./benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=8_m=1_instance_0_1.onnx,./benchmarks/tllverifybench/vnnlib/property_N=8_1.vnnlib,.005640263,error_exit_code_1,.993593616
tllverifybench,./benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=8_m=1_instance_0_2.onnx,./benchmarks/tllverifybench/vnnlib/property_N=8_2.vnnlib,.006605581,violated,.647258374
tllverifybench,./benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=8_m=1_instance_0_3.onnx,./benchmarks/tllverifybench/vnnlib/property_N=8_3.vnnlib,.007014238,holds,1.087717462
tllverifybench,./benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=16_m=1_instance_1_0.onnx,./benchmarks/tllverifybench/vnnlib/property_N=16_0.vnnlib,.008621785,violated,.812930129
tllverifybench,./benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=16_m=1_instance_1_1.onnx,./benchmarks/tllverifybench/vnnlib/property_N=16_1.vnnlib,.006893731,violated,.879575787
tllverifybench,./benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=16_m=1_instance_1_2.onnx,./benchmarks/tllverifybench/vnnlib/property_N=16_2.vnnlib,.005895974,violated,.617972091
tllverifybench,./benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=16_m=1_instance_1_3.onnx,./benchmarks/tllverifybench/vnnlib/property_N=16_3.vnnlib,.007136250,violated,.676706710
tllverifybench,./benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=24_m=1_instance_2_0.onnx,./benchmarks/tllverifybench/vnnlib/property_N=24_0.vnnlib,.005932462,violated,.720032048
tllverifybench,./benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=24_m=1_instance_2_1.onnx,./benchmarks/tllverifybench/vnnlib/property_N=24_1.vnnlib,.005063184,error_exit_code_1,1.096887628
tllverifybench,./benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=24_m=1_instance_2_2.onnx,./benchmarks/tllverifybench/vnnlib/property_N=24_2.vnnlib,.006349749,error_exit_code_1,6.103578897
tllverifybench,./benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=24_m=1_instance_2_3.onnx,./benchmarks/tllverifybench/vnnlib/property_N=24_3.vnnlib,.006547470,error_exit_code_1,7.277450583
tllverifybench,./benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=32_m=1_instance_3_0.onnx,./benchmarks/tllverifybench/vnnlib/property_N=32_0.vnnlib,.006379404,violated,1.326893035
tllverifybench,./benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=32_m=1_instance_3_1.onnx,./benchmarks/tllverifybench/vnnlib/property_N=32_1.vnnlib,.005513984,error_exit_code_1,50.568183265
tllverifybench,./benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=32_m=1_instance_3_2.onnx,./benchmarks/tllverifybench/vnnlib/property_N=32_2.vnnlib,.006890138,error_exit_code_1,44.154069799
tllverifybench,./benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=32_m=1_instance_3_3.onnx,./benchmarks/tllverifybench/vnnlib/property_N=32_3.vnnlib,.007170629,violated,1.419208895
tllverifybench,./benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=40_m=1_instance_4_0.onnx,./benchmarks/tllverifybench/vnnlib/property_N=40_0.vnnlib,.006754997,violated,2.619981849
tllverifybench,./benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=40_m=1_instance_4_1.onnx,./benchmarks/tllverifybench/vnnlib/property_N=40_1.vnnlib,.007650811,error_exit_code_1,29.882451249
tllverifybench,./benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=40_m=1_instance_4_2.onnx,./benchmarks/tllverifybench/vnnlib/property_N=40_2.vnnlib,.007752119,error_exit_code_1,57.761975525
tllverifybench,./benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=40_m=1_instance_4_3.onnx,./benchmarks/tllverifybench/vnnlib/property_N=40_3.vnnlib,.007279930,error_exit_code_1,10.797583804
tllverifybench,./benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=48_m=1_instance_5_0.onnx,./benchmarks/tllverifybench/vnnlib/property_N=48_0.vnnlib,.004842585,violated,5.129310273
tllverifybench,./benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=48_m=1_instance_5_1.onnx,./benchmarks/tllverifybench/vnnlib/property_N=48_1.vnnlib,.010251703,violated,5.123900792
tllverifybench,./benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=48_m=1_instance_5_2.onnx,./benchmarks/tllverifybench/vnnlib/property_N=48_2.vnnlib,.008676446,error_exit_code_1,16.239999809
tllverifybench,./benchmarks/tllverifybench/onnx/tllBench_n=2_N=M=48_m=1_instance_5_3.onnx,./benchmarks/tllverifybench/vnnlib/property_N=48_3.vnnlib,.005933962,violated,4.639908188
